Year,Team,Player,Salary,
2004,New York Knicks,Travis Knight,44.03,
2004,New York Knicks,Dikembe Mutombo,40.88,
2004,New York Knicks,Moochie Norris,35.00,
2004,New York Knicks,Othella Harrington,29.25,
2004,New York Knicks,John Amaechi,26.10,
2004,New York Knicks,Mike Sweetney,18.41,
2004,New York Knicks,Michael Doleac,15.40,
2004,New York Knicks,Frank Williams,8.95,
2004,New York Knicks,Maciej Lampe,8.29,
2004,New York Knicks,Slavko Vranes,1.30,
2004,Orlando Magic,Grant Hill,132.80,
2004,Orlando Magic,Tracy McGrady,132.80,
2004,Orlando Magic,Juwan Howard,49.17,
2004,Orlando Magic,Drew Gooden,30.05,
2004,Orlando Magic,Pat Garrity,26.44,
2004,Orlando Magic,Andrew DeClercq,25.00,
2004,Orlando Magic,Gordan Giricek,15.40,
2004,Orlando Magic,Tyronn Lue,15.00,
2004,Orlando Magic,Steven Hunter,14.32,
2004,Orlando Magic,Reece Gaines,13.53,
2004,Orlando Magic,Jeryl Sasser,11.26,
2004,Orlando Magic,Monty Williams,10.00,
2004,Orlando Magic,Rod Strickland,8.87,
2004,Orlando Magic,Shammond Williams,7.51,
2004,Orlando Magic,Robert Archibald,5.64,
2004,Orlando Magic,Keith Bogans,3.67,
2004,Orlando Magic,Zaza Pachulia,3.67,
2004,Orlando Magic,Britton Johnsen,0.45,
2004,Orlando Magic,Derrick Dial,0.32,
2004,Philadelphia 76ers,Allen Iverson,135.00,
2004,Philadelphia 76ers,Glenn Robinson,107.30,
2004,Philadelphia 76ers,Kenny Thomas,55.00,
2004,Philadelphia 76ers,Todd MacCulloch,54.46,
2004,Philadelphia 76ers,Aaron McKie,50.00,
2004,Philadelphia 76ers,Eric Snow,45.00,
2004,Philadelphia 76ers,Derrick Coleman,40.00,
2004,Philadelphia 76ers,Marc Jackson,39.00,
2004,Philadelphia 76ers,Greg Buckner,26.40,
2004,Philadelphia 76ers,Efthimi Rentzias,9.71,
2004,Philadelphia 76ers,Samuel Dalembert,8.87,
2004,Philadelphia 76ers,John Salmons,8.65,
2004,Philadelphia 76ers,Amal McCaskill,6.89,
2004,Philadelphia 76ers,Sam Clancy,5.64,
2004,Philadelphia 76ers,Zendon Hamilton,4.86,
2004,Philadelphia 76ers,Kyle Korver,3.67,
2004,Philadelphia 76ers,Willie Green,3.67,
2004,Phoenix Suns,Anfernee Hardaway,135.00,
2004,Phoenix Suns,Stephon Marbury,135.00,
2004,Phoenix Suns,Tom Gugliotta,116.70,
2004,Phoenix Suns,Shawn Marion,109.60,
2004,Phoenix Suns,Jahidi White,56.76,
2004,Phoenix Suns,Amar'e Stoudemire,19.00,
2004,Phoenix Suns,Joe Johnson,18.50,
2004,Phoenix Suns,Cezary Trybanski,16.00,
2004,Phoenix Suns,Jake Voskuhl,15.00,
2004,Phoenix Suns,Zarko Cabarkapa,12.21,
2004,Phoenix Suns,Scott Williams,10.70,
2004,Phoenix Suns,Casey Jacobsen,10.12,
2004,Phoenix Suns,Leandro Barbosa,8.09,
2004,Phoenix Suns,Donnell Harvey,6.64,
2004,Portland Trailblazers,Rasheed Wallace,170.00,
2004,Portland Trailblazers,Shawn Kemp,149.42,
2004,Portland Trailblazers,Damon Stoudamire,123.75,
2004,Portland Trailblazers,Dale Davis,90.62,
2004,Portland Trailblazers,Derek Anderson,77.94,
2004,Portland Trailblazers,Wesley Person,77.00,
2004,Portland Trailblazers,Ruben Patterson,54.46,
2004,Portland Trailblazers,Jeff McInnis,33.00,
2004,Portland Trailblazers,Zach Randolph,11.72,
2004,Portland Trailblazers,Qyntel Woods,10.54,
2004,Portland Trailblazers,Travis Outlaw,9.41,
2004,Portland Trailblazers,Vladimir Stepania,7.51,
2004,Portland Trailblazers,Ruben Boumtje-Boumtje,6.64,
2004,Portland Trailblazers,Matt Carroll,3.49,
2004,Portland Trailblazers,Kaniel Dickens,2.64,
2004,Portland Trailblazers,Tracy Murray,1.44,
2004,Sacramento Kings,Chris Webber,159.38,
2004,Sacramento Kings,Vlade Divac,120.52,
2004,Sacramento Kings,Mike Bibby,95.00,
2004,Sacramento Kings,Brad Miller,70.00,
2004,Sacramento Kings,Doug Christie,69.00,
2004,Sacramento Kings,Peja Stojakovic,62.50,
2004,Sacramento Kings,Lawrence Funderburke,36.00,
2004,Sacramento Kings,Bobby Jackson,29.25,
2004,Sacramento Kings,Anthony Peeler,10.70,
2004,Sacramento Kings,Tony Massenburg,10.70,
2004,Sacramento Kings,Gerald Wallace,9.18,
2004,Sacramento Kings,Jabari Smith,6.39,
2004,Sacramento Kings,Darius Songaila,3.67,
2004,Sacramento Kings,Rodney Buford,1.46,
2004,San Antonio Spurs,Tim Duncan,126.76,
2004,San Antonio Spurs,Ron Mercer,67.50,
2004,San Antonio Spurs,Rasho Nesterovic,56.00,
2004,San Antonio Spurs,Malik Rose,49.16,
2004,San Antonio Spurs,Robert Horry,45.00,
2004,San Antonio Spurs,Bruce Bowen,36.50,
2004,San Antonio Spurs,Hedo Turkoglu,19.96,
2004,San Antonio Spurs,Manu Ginobili,14.58,
2004,San Antonio Spurs,Kevin Willis,10.70,
2004,San Antonio Spurs,Tony Parker,8.56,
2004,San Antonio Spurs,Anthony Carter,7.51,
2004,San Antonio Spurs,Jason Hart,6.39,
2004,San Antonio Spurs,Sean Marks,5.96,
2004,San Antonio Spurs,Devin Brown,5.64,
2004,San Antonio Spurs,Alex Garcia,3.67,
2004,San Antonio Spurs,Shane Heal,0.76,
2004,Seattle SuperSonics,Ray Allen,135.00,
2004,Seattle SuperSonics,Rashard Lewis,70.13,
2004,Seattle SuperSonics,Vitaly Potapenko,57.15,
2004,Seattle SuperSonics,Calvin Booth,54.47,
2004,Seattle SuperSonics,Brent Barry,54.00,
2004,Seattle SuperSonics,Jerome James,50.01,
2004,Seattle SuperSonics,Antonio Daniels,22.00,
2004,Seattle SuperSonics,Vladimir Radmanovic,16.70,
2004,Seattle SuperSonics,Nick Collison,15.78,
2004,Seattle SuperSonics,Luke Ridnour,14.24,
2004,Seattle SuperSonics,Joseph Forte,10.80,
2004,Seattle SuperSonics,Reggie Evans,7.00,
2004,Seattle SuperSonics,Ansu Sesay,6.89,
2004,Seattle SuperSonics,Ronald Murray,5.64,
2004,Seattle SuperSonics,Richie Frahm,3.67,
2004,Toronto Raptors,Jalen Rose,132.80,
2004,Toronto Raptors,Vince Carter,113.26,
2004,Toronto Raptors,Hakeem Olajuwon,63.27,
2004,Toronto Raptors,Alvin Williams,55.00,
2004,Toronto Raptors,Donyell Marshall,46.05,
2004,Toronto Raptors,Lamond Murray,45.00,
2004,Toronto Raptors,Eric Montross,29.60,
2004,Toronto Raptors,Chris Bosh,29.11,
2004,Toronto Raptors,Michael Curry,28.00,
2004,Toronto Raptors,Nate Huffman,17.60,
2004,Toronto Raptors,Morris Peterson,16.46,
2004,Toronto Raptors,Jerome Moiso,16.00,
2004,Toronto Raptors,Michael Bradley,12.92,
2004,Toronto Raptors,Milt Palacio,6.89,
2004,Toronto Raptors,Lonny Baxter,6.37,
2004,Toronto Raptors,Mengke Bateer,6.37,
2004,Toronto Raptors,Roger Mason,5.64,
2004,Utah Jazz,Greg Ostertag,86.67,
2004,Utah Jazz,Glen Rice,68.15,
2004,Utah Jazz,Keon Clark,50.01,
2004,Utah Jazz,Matt Harpring,42.90,
2004,Utah Jazz,DeShawn Stevenson,16.16,
2004,Utah Jazz,Jarron Collins,12.50,
2004,Utah Jazz,Curtis Borchardt,11.87,
2004,Utah Jazz,Aleksandar Pavlovic,11.08,
2004,Utah Jazz,Andrei Kirilenko,9.56,
2004,Utah Jazz,Carlos Arroyo,8.00,
2004,Utah Jazz,Raja Bell,6.89,
2004,Utah Jazz,Michael Ruffin,6.64,
2004,Utah Jazz,Raul Lopez,6.22,
2004,Utah Jazz,Ben Handlogten,3.67,
2004,Utah Jazz,Mo Williams,3.67,
2004,Utah Jazz,Paul Grant,3.51,
2004,Washington Wizards,Gilbert Arenas,85.36,
2004,Washington Wizards,Jerry Stackhouse,69.06,
2004,Washington Wizards,Christian Laettner,56.25,
2004,Washington Wizards,Larry Hughes,50.01,
2004,Washington Wizards,Brevin Knight,50.00,
2004,Washington Wizards,Kwame Brown,42.52,
2004,Washington Wizards,Etan Thomas,22.01,
2004,Washington Wizards,Jarvis Hayes,17.49,
2004,Washington Wizards,Jared Jeffries,17.14,
2004,Washington Wizards,Juan Dixon,12.60,
2004,Washington Wizards,Brendan Haywood,11.25,
2004,Washington Wizards,Chris Whitney,10.70,
2004,Washington Wizards,Mitchell Butler,8.76,
2004,Washington Wizards,Steve Blake,3.67,
2003,Atlanta Hawks,Shareef Abdur-Rahim,123.75,
2003,Atlanta Hawks,Glenn Robinson,98.60,
2003,Atlanta Hawks,Theo Ratliff,93.75,
2003,Atlanta Hawks,Alan Henderson,70.91,
2003,Atlanta Hawks,Nazr Mohammed,47.50,
2003,Atlanta Hawks,Chris Crawford,27.50,
2003,Atlanta Hawks,DerMarr Johnson,24.23,
2003,Atlanta Hawks,Jason Terry,21.54,
2003,Atlanta Hawks,Dion Glover,15.84,
2003,Atlanta Hawks,Emanual Davis,8.25,
2003,Atlanta Hawks,Dan Dickau,7.77,
2003,Atlanta Hawks,Darvin Ham,7.00,
2003,Atlanta Hawks,Ira Newble,5.87,
2003,Atlanta Hawks,Matt Maloney,1.71,
2003,Atlanta Hawks,Amal McCaskill,1.43,
2003,Atlanta Hawks,Antonio Harvey,0.60,
2003,Atlanta Hawks,Mike Wilks,0.30,
2003,Atlanta Hawks,Paul Shirley,0.30,
2003,Atlanta Hawks,Mike Wilks,0.26,
2003,Boston Celtics,Antoine Walker,123.75,
2003,Boston Celtics,Vin Baker,123.75,
2003,Boston Celtics,Paul Pierce,100.68,
2003,Boston Celtics,Eric Williams,50.04,
2003,Boston Celtics,Tony Battie,40.00,
2003,Boston Celtics,Tony Delk,27.00,
2003,Boston Celtics,Shammond Williams,20.00,
2003,Boston Celtics,Kedrick Brown,16.43,
2003,Boston Celtics,Walter McCarty,7.62,
2003,Boston Celtics,Bruno Sundov,6.37,
2003,Boston Celtics,Ruben Wolkowyski,5.87,
2003,Boston Celtics,J.R. Bremer,3.49,
2003,Boston Celtics,Mikki Moore,0.47,
2003,Chicago Bulls,Jalen Rose,120.73,
2003,Chicago Bulls,Eddie Robinson,56.87,
2003,Chicago Bulls,Donyell Marshall,41.87,
2003,Chicago Bulls,Tyson Chandler,35.56,
2003,Chicago Bulls,Jay Williams,34.52,
2003,Chicago Bulls,Marcus Fizer,29.46,
2003,Chicago Bulls,Eddy Curry,28.79,
2003,Chicago Bulls,Jamal Crawford,20.27,
2003,Chicago Bulls,Greg Anthony,15.00,
2003,Chicago Bulls,Corie Blount,14.00,
2003,Chicago Bulls,Fred Hoiberg,14.00,
2003,Chicago Bulls,Dalibor Bagaric,8.31,
2003,Chicago Bulls,Rick Brunson,7.00,
2003,Chicago Bulls,Erick Barkley,6.83,
2003,Chicago Bulls,Trenton Hassell,5.12,
2003,Chicago Bulls,Lonny Baxter,3.49,
2003,Chicago Bulls,Roger Mason,3.49,
2003,Cleveland Cavaliers,Zydrunas Ilgauskas,123.75,
2003,Cleveland Cavaliers,Tyrone Hill,66.00,
2003,Cleveland Cavaliers,Nick Anderson,61.02,
2003,Cleveland Cavaliers,Ricky Davis,45.46,
2003,Cleveland Cavaliers,Michael Stewart,41.60,
2003,Cleveland Cavaliers,Darius Miles,32.68,
2003,Cleveland Cavaliers,Bimbo Coles,24.00,
2003,Cleveland Cavaliers,Dajuan Wagner,22.99,
2003,Cleveland Cavaliers,Chris Mihm,22.12,
2003,Cleveland Cavaliers,DeSagana Diop,19.81,
2003,Cleveland Cavaliers,Jumaine Jones,14.19,
2003,Cleveland Cavaliers,J.R. Reid,8.00,
2003,Cleveland Cavaliers,Milt Palacio,7.50,
2003,Cleveland Cavaliers,Carlos Boozer,3.49,
2003,Cleveland Cavaliers,Smush Parker,3.49,
2003,Dallas Mavericks,Michael Finley,119.53,
2003,Dallas Mavericks,Nick Van Exel,110.61,
2003,Dallas Mavericks,Dirk Nowitzki,100.68,
2003,Dallas Mavericks,Raef LaFrentz,72.70,
2003,Dallas Mavericks,Steve Nash,57.50,
2003,Dallas Mavericks,Tariq Abdul-Wahad,56.25,
2003,Dallas Mavericks,Avery Johnson,49.92,
2003,Dallas Mavericks,Shawn Bradley,40.00,
2003,Dallas Mavericks,Evan Eschmeyer,31.04,
2003,Dallas Mavericks,Eduardo Najera,30.48,
2003,Dallas Mavericks,Muggsy Bogues,16.59,
2003,Dallas Mavericks,Popeye Jones,10.30,
2003,Dallas Mavericks,Walt Williams,10.30,
2003,Dallas Mavericks,Danny Manning,9.00,
2003,Dallas Mavericks,Adrian Griffin,6.37,
2003,Dallas Mavericks,Raja Bell,6.12,
2003,Dallas Mavericks,Adam Harrington,1.41,
2003,Dallas Mavericks,Mark Strickland,0.60,
2003,Denver Nuggets,Juwan Howard,206.25,
2003,Denver Nuggets,Marcus Camby,67.50,
2003,Denver Nuggets,Mark Jackson,35.00,
2003,Denver Nuggets,Chris Whitney,30.00,
2003,Denver Nuggets,Nikoloz Tskitishvili,25.31,
2003,Denver Nuggets,Cory Alexander,21.49,
2003,Denver Nuggets,Nene Hilario,19.46,
2003,Denver Nuggets,Rodney White,18.21,
2003,Denver Nuggets,Ryan Bowen,11.11,
2003,Denver Nuggets,Mark Bryant,10.30,
2003,Denver Nuggets,Tim Hardaway,10.00,
2003,Denver Nuggets,Donnell Harvey,9.92,
2003,Denver Nuggets,Mark Blount,7.62,
2003,Denver Nuggets,Chris Andersen,5.12,
2003,Denver Nuggets,Junior Harrington,3.49,
2003,Denver Nuggets,Predrag Savovic,3.49,
2003,Denver Nuggets,Vincent Yarbrough,3.49,
2003,Denver Nuggets,Art Long,1.93,
2003,Denver Nuggets,John Crotty,0.75,
2003,Denver Nuggets,John Crotty,0.63,
2003,Detroit Pistons,Clifford Robinson,84.22,
2003,Detroit Pistons,Ben Wallace,52.00,
2003,Detroit Pistons,Chauncey Billups,45.46,
2003,Detroit Pistons,Corliss Williamson,45.00,
2003,Detroit Pistons,Zeljko Rebraca,38.50,
2003,Detroit Pistons,Chucky Atkins,36.00,
2003,Detroit Pistons,Jon Barry,31.75,
2003,Detroit Pistons,Hubert Davis,26.88,
2003,Detroit Pistons,Richard Hamilton,26.82,
2003,Detroit Pistons,Michael Curry,26.00,
2003,Detroit Pistons,Mikki Moore,24.13,
2003,Detroit Pistons,Don Reid,11.00,
2003,Detroit Pistons,Mehmet Okur,10.00,
2003,Detroit Pistons,Tayshaun Prince,9.03,
2003,Detroit Pistons,Pepe Sanchez,5.87,
2003,Detroit Pistons,Bobby Simmons,5.12,
2003,Golden State Warriors,Antawn Jamison,100.68,
2003,Golden State Warriors,Erick Dampier,68.59,
2003,Golden State Warriors,Chris Mills,60.00,
2003,Golden State Warriors,Bob Sura,56.40,
2003,Golden State Warriors,Danny Fortson,50.39,
2003,Golden State Warriors,Adonal Foyle,44.00,
2003,Golden State Warriors,Mike Dunleavy,31.00,
2003,Golden State Warriors,Jason Richardson,26.07,
2003,Golden State Warriors,Troy Murphy,14.09,
2003,Golden State Warriors,Jiri Welsch,12.34,
2003,Golden State Warriors,Earl Boykins,5.29,
2003,Golden State Warriors,Gilbert Arenas,5.12,
2003,Golden State Warriors,Oscar Torres,1.69,
2003,Golden State Warriors,Dean Oliver,1.19,
2003,Golden State Warriors,Guy Rucker,0.35,
2003,Golden State Warriors,A.J. Guyton,0.19,
2003,Houston Rockets,Glen Rice,92.00,
2003,Houston Rockets,Maurice Taylor,71.50,
2003,Houston Rockets,Kelvin Cato,66.96,
2003,Houston Rockets,Cuttino Mobley,49.04,
2003,Houston Rockets,Steve Francis,43.84,
2003,Houston Rockets,Yao Ming,38.58,
2003,Houston Rockets,Moochie Norris,31.50,
2003,Houston Rockets,Matt Maloney,27.75,
2003,Houston Rockets,Eddie Griffin,21.62,
2003,Houston Rockets,James Posey,17.24,
2003,Houston Rockets,Jason Collier,13.69,
2003,Houston Rockets,Bostjan Nachbar,12.24,
2003,Houston Rockets,Juaquin Hawkins,5.87,
2003,Houston Rockets,Terence Morris,5.12,
2003,Houston Rockets,Tito Maddox,3.49,
2003,Houston Rockets,Pete Mickeal,1.36,
2003,Indiana Pacers,Reggie Miller,120.46,
2003,Indiana Pacers,Austin Croshere,69.60,
2003,Indiana Pacers,Jermaine O'Neal,69.00,
2003,Indiana Pacers,Ron Mercer,67.50,
2003,Indiana Pacers,Al Harrington,50.60,
2003,Indiana Pacers,Brad Miller,48.00,
2003,Indiana Pacers,Jonathan Bender,32.27,
2003,Indiana Pacers,Metta World Peace,19.05,
2003,Indiana Pacers,Jeff Foster,15.71,
2003,Indiana Pacers,Fred Jones,13.67,
2003,Indiana Pacers,Jamaal Tinsley,8.05,
2003,Indiana Pacers,Primoz Brezec,8.05,
2003,Indiana Pacers,Erick Strickland,7.62,
2003,Indiana Pacers,Jamison Brewer,5.12,
2003,Los Angeles Clippers,Michael Olowokandi,60.61,
2003,Los Angeles Clippers,Elton Brand,48.96,
2003,Los Angeles Clippers,Derek Strong,42.12,
2003,Los Angeles Clippers,Lamar Odom,35.58,
2003,Los Angeles Clippers,Eric Piatkowski,30.00,
2003,Los Angeles Clippers,Sean Rooks,26.40,
2003,Los Angeles Clippers,Andre Miller,24.61,
2003,Los Angeles Clippers,Corey Maggette,20.70,
2003,Los Angeles Clippers,Bryant Stith,20.00,
2003,Los Angeles Clippers,Chris Wilcox,19.23,
2003,Los Angeles Clippers,Wang Zhizhi,19.00,
2003,Los Angeles Clippers,Keyon Dooling,17.70,
2003,Los Angeles Clippers,Marko Jaric,17.50,
2003,Los Angeles Clippers,Melvin Ely,14.90,
2003,Los Angeles Clippers,Quentin Richardson,11.74,
2003,Los Angeles Clippers,Cherokee Parks,8.25,
2003,Los Angeles Clippers,Earl Boykins,7.15,
2003,Los Angeles Clippers,Tremaine Fowlkes,5.12,
2003,Los Angeles Lakers,Shaquille O'Neal,235.71,
2003,Los Angeles Lakers,Kobe Bryant,123.75,
2003,Los Angeles Lakers,Robert Horry,53.00,
2003,Los Angeles Lakers,Devean George,45.46,
2003,Los Angeles Lakers,Rick Fox,43.40,
2003,Los Angeles Lakers,Tracy Murray,37.40,
2003,Los Angeles Lakers,Derek Fisher,30.00,
2003,Los Angeles Lakers,Samaki Walker,15.40,
2003,Los Angeles Lakers,Stanislav Medvedenko,14.00,
2003,Los Angeles Lakers,Brian Shaw,10.30,
2003,Los Angeles Lakers,Kareem Rush,10.21,
2003,Los Angeles Lakers,Mark Madsen,8.13,
2003,Los Angeles Lakers,Jannero Pargo,3.49,
2003,Los Angeles Lakers,Soumaila Samake,1.25,
2003,Memphis Grizzlies,Bryant Reeves,130.00,
2003,Memphis Grizzlies,Wesley Person,70.00,
2003,Memphis Grizzlies,Lorenzen Wright,60.50,
2003,Memphis Grizzlies,Jason Williams,55.00,
2003,Memphis Grizzlies,Michael Dickerson,55.00,
2003,Memphis Grizzlies,Brevin Knight,50.00,
2003,Memphis Grizzlies,Stromile Swift,36.39,
2003,Memphis Grizzlies,Pau Gasol,31.94,
2003,Memphis Grizzlies,Drew Gooden,27.95,
2003,Memphis Grizzlies,Shane Battier,23.68,
2003,Memphis Grizzlies,Tony Massenburg,18.00,
2003,Memphis Grizzlies,Cezary Trybanski,15.00,
2003,Memphis Grizzlies,Gordan Giricek,14.00,
2003,Memphis Grizzlies,Earl Watson,12.15,
2003,Memphis Grizzlies,Chris Owens,3.49,
2003,Memphis Grizzlies,Mike Batiste,3.49,
2003,Memphis Grizzlies,Robert Archibald,3.49,
2003,Miami Heat,Alonzo Mourning,206.30,
2003,Miami Heat,Eddie Jones,112.13,
2003,Miami Heat,Brian Grant,110.28,
2003,Miami Heat,Anthony Carter,36.56,
2003,Miami Heat,LaPhonso Ellis,31.00,
2003,Miami Heat,Caron Butler,16.79,
2003,Miami Heat,Travis Best,14.00,
2003,Miami Heat,Vladimir Stepania,13.50,
2003,Miami Heat,Eddie House,6.37,
2003,Miami Heat,Sean Marks,6.12,
2003,Miami Heat,Malik Allen,5.12,
2003,Miami Heat,Mike James,5.12,
2003,Miami Heat,Ken Johnson,3.49,
2003,Miami Heat,Rasual Butler,3.49,
2003,Miami Heat,Sean Lampley,3.49,
2003,Milwaukee Bucks,Ray Allen,123.75,
2003,Milwaukee Bucks,Tim Thomas,107.50,
2003,Milwaukee Bucks,Toni Kukoc,80.50,
2003,Milwaukee Bucks,Jason Caffey,52.50,
2003,Milwaukee Bucks,Sam Cassell,48.50,
2003,Milwaukee Bucks,Anthony Mason,43.71,
2003,Milwaukee Bucks,Ervin Johnson,39.99,
2003,Milwaukee Bucks,Michael Redd,30.00,
2003,Milwaukee Bucks,Joel Przybilla,18.63,
2003,Milwaukee Bucks,Marcus Haislip,14.39,
2003,Milwaukee Bucks,Kevin Ollie,10.00,
2003,Milwaukee Bucks,Dan Gadzuric,3.49,
2003,Milwaukee Bucks,Jamal Sampson,3.49,
2003,Milwaukee Bucks,Ronald Murray,3.49,
2003,Minnesota Timberwolves,Kevin Garnett,252.00,
2003,Minnesota Timberwolves,Terrell Brandon,101.75,
2003,Minnesota Timberwolves,Joe Smith,49.92,
2003,Minnesota Timberwolves,Marc Jackson,35.75,
2003,Minnesota Timberwolves,Anthony Peeler,33.51,
2003,Minnesota Timberwolves,Wally Szczerbiak,29.33,
2003,Minnesota Timberwolves,Rasho Nesterovic,24.37,
2003,Minnesota Timberwolves,Troy Hudson,20.00,
2003,Minnesota Timberwolves,Kendall Gill,10.30,
2003,Minnesota Timberwolves,Rod Strickland,10.30,
2003,Minnesota Timberwolves,Gary Trent,8.25,
2003,Minnesota Timberwolves,Loren Woods,6.62,
2003,Minnesota Timberwolves,Felipe Lopez,6.37,
2003,Minnesota Timberwolves,Igor Rakocevic,3.49,
2003,Minnesota Timberwolves,Reggie Slater,3.22,
2003,New Jersey Nets,Dikembe Mutombo,161.05,
2003,New Jersey Nets,Jason Kidd,92.65,
2003,New Jersey Nets,Kerry Kittles,89.67,
2003,New Jersey Nets,Jim McIlvaine,44.00,
2003,New Jersey Nets,Kenyon Martin,40.67,
2003,New Jersey Nets,Rodney Rogers,27.96,
2003,New Jersey Nets,Aaron Williams,27.00,
2003,New Jersey Nets,Lucious Harris,26.40,
2003,New Jersey Nets,Jamie Feick,26.00,
2003,New Jersey Nets,Chris Childs,17.50,
2003,New Jersey Nets,Richard Jefferson,14.83,
2003,New Jersey Nets,Jason Collins,11.47,
2003,New Jersey Nets,Brandon Armstrong,9.31,
2003,New Jersey Nets,Anthony Johnson,7.00,
2003,New Jersey Nets,Brian Scalabrine,5.12,
2003,New Jersey Nets,Tamar Slay,3.49,
2003,New Orleans Hornets,Elden Campbell,80.50,
2003,New Orleans Hornets,Jamal Mashburn,77.50,
2003,New Orleans Hornets,P.J. Brown,70.45,
2003,New Orleans Hornets,Baron Davis,39.43,
2003,New Orleans Hornets,David Wesley,36.00,
2003,New Orleans Hornets,George Lynch,26.00,
2003,New Orleans Hornets,Stacey Augmon,24.00,
2003,New Orleans Hornets,Jerome Moiso,16.81,
2003,New Orleans Hornets,Courtney Alexander,15.17,
2003,New Orleans Hornets,Matt Bullard,14.30,
2003,New Orleans Hornets,Bryce Drew,13.00,
2003,New Orleans Hornets,Kirk Haston,12.71,
2003,New Orleans Hornets,Jamaal Magloire,11.21,
2003,New Orleans Hornets,Robert Traylor,7.50,
2003,New York Knicks,Allan Houston,143.44,
2003,New York Knicks,Antonio McDyess,126.00,
2003,New York Knicks,Latrell Sprewell,123.75,
2003,New York Knicks,Larry Johnson,96.11,
2003,New York Knicks,Luc Longley,69.00,
2003,New York Knicks,Shandon Anderson,61.00,
2003,New York Knicks,Charlie Ward,55.70,
2003,New York Knicks,Howard Eisley,53.13,
2003,New York Knicks,Clarence Weatherspoon,49.92,
2003,New York Knicks,Kurt Thomas,49.04,
2003,New York Knicks,Travis Knight,40.00,
2003,New York Knicks,Othella Harrington,27.00,
2003,New York Knicks,Michael Doleac,14.00,
2003,New York Knicks,Frank Williams,8.33,
2003,New York Knicks,Mark Pope,6.37,
2003,New York Knicks,Lavor Postell,5.87,
2003,New York Knicks,Lee Nailon,5.87,
2003,Orlando Magic,Grant Hill,120.73,
2003,Orlando Magic,Tracy McGrady,120.73,
2003,Orlando Magic,Darrell Armstrong,40.10,
2003,Orlando Magic,Jud Buechler,34.50,
2003,Orlando Magic,Andrew DeClercq,32.63,
2003,Orlando Magic,Mike Miller,26.68,
2003,Orlando Magic,Horace Grant,26.62,
2003,Orlando Magic,Pat Garrity,23.50,
2003,Orlando Magic,Patrick Ewing,18.50,
2003,Orlando Magic,Steven Hunter,13.38,
2003,Orlando Magic,Ryan Humphrey,10.64,
2003,Orlando Magic,Shawn Kemp,10.30,
2003,Orlando Magic,Jeryl Sasser,9.69,
2003,Orlando Magic,Jacque Vaughn,7.00,
2003,Orlando Magic,Olumide Oyedeji,5.87,
2003,Orlando Magic,Pat Burke,3.49,
2003,Philadelphia 76ers,Allen Iverson,123.75,
2003,Philadelphia 76ers,Keith Van Horn,120.73,
2003,Philadelphia 76ers,Derrick Coleman,93.80,
2003,Philadelphia 76ers,Matt Geiger,87.68,
2003,Philadelphia 76ers,Todd MacCulloch,49.92,
2003,Philadelphia 76ers,Aaron McKie,45.00,
2003,Philadelphia 76ers,Eric Snow,41.25,
2003,Philadelphia 76ers,Greg Buckner,24.00,
2003,Philadelphia 76ers,Kenny Thomas,15.58,
2003,Philadelphia 76ers,Efthimi Rentzias,9.03,
2003,Philadelphia 76ers,Monty Williams,8.87,
2003,Philadelphia 76ers,Samuel Dalembert,6.91,
2003,Philadelphia 76ers,John Salmons,6.71,
2003,Philadelphia 76ers,Brian Skinner,6.37,
2003,Philadelphia 76ers,Kenny Satterfield,5.12,
2003,Philadelphia 76ers,Sam Clancy,3.49,
2003,Phoenix Suns,Anfernee Hardaway,123.75,
2003,Phoenix Suns,Stephon Marbury,123.75,
2003,Phoenix Suns,Tom Gugliotta,108.92,
2003,Phoenix Suns,Bo Outlaw,65.85,
2003,Phoenix Suns,Randy Brown,27.00,
2003,Phoenix Suns,Shawn Marion,22.65,
2003,Phoenix Suns,Amar'e Stoudemire,17.67,
2003,Phoenix Suns,Joe Johnson,17.30,
2003,Phoenix Suns,Scott Williams,10.30,
2003,Phoenix Suns,Casey Jacobsen,9.41,
2003,Phoenix Suns,Jake Tsakalidis,8.78,
2003,Phoenix Suns,Dan Langhi,5.87,
2003,Phoenix Suns,Jake Voskuhl,5.87,
2003,Phoenix Suns,Alton Ford,5.12,
2003,Portland Trailblazers,Scottie Pippen,197.28,
2003,Portland Trailblazers,Rasheed Wallace,162.00,
2003,Portland Trailblazers,Shawn Kemp,126.21,
2003,Portland Trailblazers,Damon Stoudamire,123.75,
2003,Portland Trailblazers,Dale Davis,80.55,
2003,Portland Trailblazers,Derek Anderson,71.45,
2003,Portland Trailblazers,Arvydas Sabonis,68.50,
2003,Portland Trailblazers,Bonzi Wells,63.00,
2003,Portland Trailblazers,Ruben Patterson,49.92,
2003,Portland Trailblazers,Antonio Daniels,33.75,
2003,Portland Trailblazers,Jeff McInnis,30.00,
2003,Portland Trailblazers,Zach Randolph,10.96,
2003,Portland Trailblazers,Chris Dudley,10.30,
2003,Portland Trailblazers,Qyntel Woods,9.80,
2003,Portland Trailblazers,Amal McCaskill,7.00,
2003,Portland Trailblazers,Charles Smith,6.37,
2003,Portland Trailblazers,Ruben Boumtje-Boumtje,5.12,
2003,Sacramento Kings,Chris Webber,143.44,
2003,Sacramento Kings,Vlade Divac,112.48,
2003,Sacramento Kings,Mike Bibby,85.00,
