Year,Team,Player,Salary,
2003,Sacramento Kings,Doug Christie,62.50,
2003,Sacramento Kings,Peja Stojakovic,56.25,
2003,Sacramento Kings,Scot Pollard,48.27,
2003,Sacramento Kings,Keon Clark,45.46,
2003,Sacramento Kings,Brent Price,40.48,
2003,Sacramento Kings,Lawrence Funderburke,33.00,
2003,Sacramento Kings,Bobby Jackson,27.00,
2003,Sacramento Kings,Mateen Cleaves,14.41,
2003,Sacramento Kings,Hedo Turkoglu,13.01,
2003,Sacramento Kings,Gerald Wallace,8.58,
2003,Sacramento Kings,Jim Jackson,7.91,
2003,Sacramento Kings,Damon Jones,6.37,
2003,San Antonio Spurs,Tim Duncan,120.73,
2003,San Antonio Spurs,David Robinson,105.00,
2003,San Antonio Spurs,Steve Smith,99.00,
2003,San Antonio Spurs,Danny Ferry,45.46,
2003,San Antonio Spurs,Malik Rose,43.70,
2003,San Antonio Spurs,Bruce Bowen,35.50,
2003,San Antonio Spurs,Steve Kerr,26.25,
2003,San Antonio Spurs,Manu Ginobili,13.25,
2003,San Antonio Spurs,Speedy Claxton,10.76,
2003,San Antonio Spurs,Kevin Willis,10.30,
2003,San Antonio Spurs,Tony Parker,8.00,
2003,San Antonio Spurs,Stephen Jackson,7.00,
2003,San Antonio Spurs,Mengke Bateer,5.12,
2003,San Antonio Spurs,Anthony Goldwire,1.40,
2003,San Antonio Spurs,Devin Brown,0.35,
2003,Seattle SuperSonics,Gary Payton,126.36,
2003,Seattle SuperSonics,Kenny Anderson,91.85,
2003,Seattle SuperSonics,Rashard Lewis,62.34,
2003,Seattle SuperSonics,Vitaly Potapenko,52.39,
2003,Seattle SuperSonics,Brent Barry,50.40,
2003,Seattle SuperSonics,Calvin Booth,49.93,
2003,Seattle SuperSonics,Jerome James,45.46,
2003,Seattle SuperSonics,Vladimir Radmanovic,15.61,
2003,Seattle SuperSonics,Desmond Mason,12.36,
2003,Seattle SuperSonics,Joseph Forte,10.10,
2003,Seattle SuperSonics,Ansu Sesay,6.12,
2003,Seattle SuperSonics,Predrag Drobnjak,5.26,
2003,Seattle SuperSonics,Reggie Evans,3.49,
2003,Toronto Raptors,Antonio Davis,120.00,
2003,Toronto Raptors,Vince Carter,100.68,
2003,Toronto Raptors,Hakeem Olajuwon,56.94,
2003,Toronto Raptors,Alvin Williams,53.50,
2003,Toronto Raptors,Jerome Williams,52.50,
2003,Toronto Raptors,Lamond Murray,41.25,
2003,Toronto Raptors,Lindsey Hunter,38.71,
2003,Toronto Raptors,Eric Montross,27.20,
2003,Toronto Raptors,Michael Bradley,12.08,
2003,Toronto Raptors,Morris Peterson,10.33,
2003,Toronto Raptors,Mamadou N'Diaye,8.49,
2003,Toronto Raptors,Voshon Lenard,8.25,
2003,Toronto Raptors,Chris Jefferies,7.82,
2003,Toronto Raptors,Jelani McCoy,6.37,
2003,Toronto Raptors,Greg Foster,4.02,
2003,Toronto Raptors,Nate Huffman,3.49,
2003,Toronto Raptors,Jermaine Jackson,1.72,
2003,Toronto Raptors,Rafer Alston,0.37,
2003,Toronto Raptors,Art Long,0.36,
2003,Utah Jazz,Karl Malone,192.50,
2003,Utah Jazz,John Stockton,78.75,
2003,Utah Jazz,Greg Ostertag,78.00,
2003,Utah Jazz,Matt Harpring,40.00,
2003,Utah Jazz,John Amaechi,23.93,
2003,Utah Jazz,Jarron Collins,11.50,
2003,Utah Jazz,Curtis Borchardt,11.14,
2003,Utah Jazz,Mark Jackson,10.30,
2003,Utah Jazz,Calbert Cheaney,10.00,
2003,Utah Jazz,Donyell Marshall,10.00,
2003,Utah Jazz,DeShawn Stevenson,9.52,
2003,Utah Jazz,Andrei Kirilenko,8.93,
2003,Utah Jazz,Tony Massenburg,7.41,
2003,Utah Jazz,Scott Padgett,6.12,
2003,Utah Jazz,Raul Lopez,5.78,
2003,Utah Jazz,Carlos Arroyo,5.46,
2003,Washington Wizards,Jerry Stackhouse,63.75,
2003,Washington Wizards,Loy Vaught,53.65,
2003,Washington Wizards,Christian Laettner,50.63,
2003,Washington Wizards,Jahidi White,49.04,
2003,Washington Wizards,Larry Hughes,45.46,
2003,Washington Wizards,Kwame Brown,39.75,
2003,Washington Wizards,George McCloud,26.00,
2003,Washington Wizards,Lorenzo Williams,20.68,
2003,Washington Wizards,Tyronn Lue,18.70,
2003,Washington Wizards,Etan Thomas,15.97,
2003,Washington Wizards,Jared Jeffries,15.95,
2003,Washington Wizards,Bryon Russell,14.00,
2003,Washington Wizards,Juan Dixon,11.72,
2003,Washington Wizards,Brendan Haywood,10.52,
2003,Washington Wizards,Charles Oakley,10.30,
2003,Washington Wizards,Michael Jordan,10.30,
2003,Washington Wizards,Brian Cardinal,5.87,
2003,Washington Wizards,Bobby Simmons,3.37,
2003,Washington Wizards,Ratko Varda,1.25,
2002,Atlanta Hawks,Shareef Abdur-Rahim,112.50,
2002,Atlanta Hawks,Theo Ratliff,96.68,
2002,Atlanta Hawks,Toni Kukoc,79.07,
2002,Atlanta Hawks,Alan Henderson,65.00,
2002,Atlanta Hawks,Nazr Mohammed,45.00,
2002,Atlanta Hawks,Chris Crawford,25.00,
2002,Atlanta Hawks,DerMarr Johnson,22.65,
2002,Atlanta Hawks,Jason Terry,16.89,
2002,Atlanta Hawks,Cal Bowdler,11.80,
2002,Atlanta Hawks,Dion Glover,10.27,
2002,Atlanta Hawks,Emanual Davis,7.16,
2002,Atlanta Hawks,Mark Strickland,7.16,
2002,Atlanta Hawks,Jacque Vaughn,5.91,
2002,Atlanta Hawks,Reggie Slater,5.24,
2002,Atlanta Hawks,Hanno Mottola,4.66,
2002,Atlanta Hawks,Dickey Simpkins,0.26,
2002,Boston Celtics,Antoine Walker,112.50,
2002,Boston Celtics,Kenny Anderson,83.50,
2002,Boston Celtics,Vitaly Potapenko,47.63,
2002,Boston Celtics,Eric Williams,44.48,
2002,Boston Celtics,Tony Battie,36.00,
2002,Boston Celtics,Walter McCarty,31.25,
2002,Boston Celtics,Randy Brown,24.75,
2002,Boston Celtics,Paul Pierce,20.51,
2002,Boston Celtics,Joe Johnson,16.09,
2002,Boston Celtics,Kedrick Brown,15.28,
2002,Boston Celtics,Roshown McLeod,15.09,
2002,Boston Celtics,Joseph Forte,9.39,
2002,Boston Celtics,Milt Palacio,6.90,
2002,Boston Celtics,Erick Strickland,6.37,
2002,Boston Celtics,Mark Blount,5.41,
2002,Charlotte Hornets,Elden Campbell,79.75,
2002,Charlotte Hornets,Jamal Mashburn,69.75,
2002,Charlotte Hornets,P.J. Brown,64.05,
2002,Charlotte Hornets,Bobby Phills,52.20,
2002,Charlotte Hornets,David Wesley,32.40,
2002,Charlotte Hornets,Baron Davis,31.19,
2002,Charlotte Hornets,Robert Traylor,27.94,
2002,Charlotte Hornets,George Lynch,24.00,
2002,Charlotte Hornets,Stacey Augmon,24.00,
2002,Charlotte Hornets,Jerome Moiso,15.72,
2002,Charlotte Hornets,Bryce Drew,13.00,
2002,Charlotte Hornets,Eldridge Recasner,13.00,
2002,Charlotte Hornets,Matt Bullard,13.00,
2002,Charlotte Hornets,Kirk Haston,11.83,
2002,Charlotte Hornets,Jamaal Magloire,10.48,
2002,Charlotte Hornets,Tim James,8.38,
2002,Charlotte Hornets,Chris Porter,4.66,
2002,Charlotte Hornets,Lee Nailon,4.66,
2002,Chicago Bulls,Ron Mercer,67.50,
2002,Chicago Bulls,Charles Oakley,65.45,
2002,Chicago Bulls,Eddie Robinson,51.70,
2002,Chicago Bulls,Brad Miller,44.00,
2002,Chicago Bulls,Tyson Chandler,33.08,
2002,Chicago Bulls,Greg Anthony,30.00,
2002,Chicago Bulls,Marcus Fizer,27.54,
2002,Chicago Bulls,Eddy Curry,26.78,
2002,Chicago Bulls,Jamal Crawford,18.95,
2002,Chicago Bulls,Fred Hoiberg,16.00,
2002,Chicago Bulls,Metta World Peace,12.42,
2002,Chicago Bulls,Dalibor Bagaric,8.55,
2002,Chicago Bulls,Kevin Ollie,5.91,
2002,Chicago Bulls,Michael Ruffin,5.41,
2002,Chicago Bulls,A.J. Guyton,4.66,
2002,Chicago Bulls,Soumaila Samake,4.66,
2002,Chicago Bulls,Trenton Hassell,3.33,
2002,Cleveland Cavaliers,Zydrunas Ilgauskas,112.50,
2002,Cleveland Cavaliers,Tyrone Hill,66.00,
2002,Cleveland Cavaliers,Wesley Person,63.00,
2002,Cleveland Cavaliers,Lamond Murray,37.50,
2002,Cleveland Cavaliers,Bimbo Coles,22.00,
2002,Cleveland Cavaliers,Chris Mihm,20.68,
2002,Cleveland Cavaliers,Michael Doleac,20.01,
2002,Cleveland Cavaliers,Bryant Stith,20.00,
2002,Cleveland Cavaliers,Andre Miller,19.35,
2002,Cleveland Cavaliers,DeSagana Diop,18.42,
2002,Cleveland Cavaliers,Trajan Langdon,16.05,
2002,Cleveland Cavaliers,Ricky Davis,14.96,
2002,Cleveland Cavaliers,Brian Skinner,14.83,
2002,Cleveland Cavaliers,Jumaine Jones,7.87,
2002,Cleveland Cavaliers,Jeff Trepagnier,3.33,
2002,Dallas Mavericks,Juwan Howard,187.50,
2002,Dallas Mavericks,Michael Finley,106.25,
2002,Dallas Mavericks,Steve Nash,57.50,
2002,Dallas Mavericks,Shawn Bradley,45.00,
2002,Dallas Mavericks,Tim Hardaway,33.60,
2002,Dallas Mavericks,Evan Eschmeyer,30.38,
2002,Dallas Mavericks,Dirk Nowitzki,21.58,
2002,Dallas Mavericks,Muggsy Bogues,15.21,
2002,Dallas Mavericks,Danny Manning,15.00,
2002,Dallas Mavericks,Greg Buckner,12.00,
2002,Dallas Mavericks,Johnny Newman,10.00,
2002,Dallas Mavericks,Donnell Harvey,9.27,
2002,Dallas Mavericks,Darrick Martin,7.78,
2002,Dallas Mavericks,Adrian Griffin,5.66,
2002,Dallas Mavericks,Leon Smith,5.17,
2002,Dallas Mavericks,Eduardo Najera,4.66,
2002,Dallas Mavericks,Khalid El-Amin,4.66,
2002,Dallas Mavericks,Wang Zhizhi,4.66,
2002,Dallas Mavericks,Omar Cook,2.92,
2002,Dallas Mavericks,Ruben Wolkowyski,0.80,
2002,Denver Nuggets,Antonio McDyess,117.00,
2002,Denver Nuggets,Nick Van Exel,101.65,
2002,Denver Nuggets,Tariq Abdul-Wahad,50.63,
2002,Denver Nuggets,Scott Williams,46.50,
2002,Denver Nuggets,Avery Johnson,45.38,
2002,Denver Nuggets,Voshon Lenard,42.52,
2002,Denver Nuggets,Raef LaFrentz,37.55,
2002,Denver Nuggets,Calbert Cheaney,24.00,
2002,Denver Nuggets,George McCloud,24.00,
2002,Denver Nuggets,Cory Alexander,19.96,
2002,Denver Nuggets,James Posey,11.21,
2002,Denver Nuggets,Ryan Bowen,6.31,
2002,Denver Nuggets,Shawnelle Scott,5.91,
2002,Denver Nuggets,Zendon Hamilton,4.66,
2002,Denver Nuggets,Kenny Satterfield,3.33,
2002,Denver Nuggets,Chris Andersen,2.88,
2002,Denver Nuggets,Isaiah Rider,1.13,
2002,Detroit Pistons,Clifford Robinson,76.56,
2002,Detroit Pistons,Jerry Stackhouse,58.44,
2002,Detroit Pistons,Ben Wallace,47.00,
2002,Detroit Pistons,Corliss Williamson,40.00,
2002,Detroit Pistons,Zeljko Rebraca,35.00,
2002,Detroit Pistons,Chucky Atkins,33.00,
2002,Detroit Pistons,Jon Barry,31.75,
2002,Detroit Pistons,Mikki Moore,25.31,
2002,Detroit Pistons,Michael Curry,24.00,
2002,Detroit Pistons,Rodney White,16.94,
2002,Detroit Pistons,Dana Barros,16.00,
2002,Detroit Pistons,Victor Alexander,6.53,
2002,Detroit Pistons,Damon Jones,5.66,
2002,Detroit Pistons,Brian Cardinal,4.66,
2002,Detroit Pistons,Ratko Varda,3.33,
2002,Golden State Warriors,Erick Dampier,62.35,
2002,Golden State Warriors,Chris Mills,54.00,
2002,Golden State Warriors,Mookie Blaylock,54.00,
2002,Golden State Warriors,Bob Sura,52.13,
2002,Golden State Warriors,Danny Fortson,46.50,
2002,Golden State Warriors,Adonal Foyle,44.00,
2002,Golden State Warriors,Antawn Jamison,33.88,
2002,Golden State Warriors,Marc Jackson,32.50,
2002,Golden State Warriors,Cedric Henderson,30.00,
2002,Golden State Warriors,Jason Richardson,24.25,
2002,Golden State Warriors,Larry Hughes,23.44,
2002,Golden State Warriors,Troy Murphy,13.10,
2002,Golden State Warriors,Dean Oliver,3.33,
2002,Golden State Warriors,Gilbert Arenas,3.33,
2002,Houston Rockets,Glen Rice,88.00,
2002,Houston Rockets,Maurice Taylor,65.00,
2002,Houston Rockets,Kelvin Cato,60.48,
2002,Houston Rockets,Walt Williams,50.00,
2002,Houston Rockets,Cuttino Mobley,44.13,
2002,Houston Rockets,Moochie Norris,36.00,
2002,Houston Rockets,Steve Francis,34.74,
2002,Houston Rockets,Kevin Willis,30.00,
2002,Houston Rockets,Matt Maloney,25.44,
2002,Houston Rockets,Eddie Griffin,20.11,
2002,Houston Rockets,Jason Collier,12.80,
2002,Houston Rockets,Kenny Thomas,9.47,
2002,Houston Rockets,Dan Langhi,4.66,
2002,Houston Rockets,Terence Morris,4.20,
2002,Houston Rockets,Oscar Torres,3.33,
2002,Houston Rockets,Tierre Brown,3.33,
2002,Indiana Pacers,Reggie Miller,120.45,
2002,Indiana Pacers,Jalen Rose,108.65,
2002,Indiana Pacers,Jermaine O'Neal,63.25,
2002,Indiana Pacers,Austin Croshere,63.10,
2002,Indiana Pacers,Derrick McKey,60.00,
2002,Indiana Pacers,Travis Best,33.75,
2002,Indiana Pacers,Jonathan Bender,25.47,
2002,Indiana Pacers,Al Harrington,14.37,
2002,Indiana Pacers,Jeff Foster,9.86,
2002,Indiana Pacers,Carlos Rogers,7.78,
2002,Indiana Pacers,Jamaal Tinsley,7.49,
2002,Indiana Pacers,Primoz Brezec,7.49,
2002,Indiana Pacers,Bruno Sundov,5.66,
2002,Indiana Pacers,Jamison Brewer,3.33,
2002,Indiana Pacers,Norm Richardson,3.33,
2002,Los Angeles Clippers,Michael Olowokandi,46.62,
2002,Los Angeles Clippers,Elton Brand,38.82,
2002,Los Angeles Clippers,Derek Strong,38.61,
2002,Los Angeles Clippers,Darius Miles,30.55,
2002,Los Angeles Clippers,Eric Piatkowski,30.00,
2002,Los Angeles Clippers,Lamar Odom,28.12,
2002,Los Angeles Clippers,Sean Rooks,24.00,
2002,Los Angeles Clippers,Vinny Del Negro,22.75,
2002,Los Angeles Clippers,Keyon Dooling,16.54,
2002,Los Angeles Clippers,Corey Maggette,14.48,
2002,Los Angeles Clippers,Will Perdue,13.20,
2002,Los Angeles Clippers,Quentin Richardson,10.98,
2002,Los Angeles Clippers,Earl Boykins,6.50,
2002,Los Angeles Clippers,Harold Jamison,6.00,
2002,Los Angeles Clippers,Jeff McInnis,5.91,
2002,Los Angeles Clippers,Obinna Ekezie,5.41,
2002,Los Angeles Lakers,Shaquille O'Neal,214.29,
2002,Los Angeles Lakers,Kobe Bryant,112.50,
2002,Los Angeles Lakers,Robert Horry,53.00,
2002,Los Angeles Lakers,Rick Fox,37.91,
2002,Los Angeles Lakers,Lindsey Hunter,34.26,
2002,Los Angeles Lakers,Derek Fisher,30.00,
2002,Los Angeles Lakers,Samaki Walker,14.00,
2002,Los Angeles Lakers,Mitch Richmond,10.00,
2002,Los Angeles Lakers,Brian Shaw,9.63,
2002,Los Angeles Lakers,Devean George,8.34,
2002,Los Angeles Lakers,Mark Madsen,7.60,
2002,Los Angeles Lakers,Jelani McCoy,5.66,
2002,Los Angeles Lakers,Stanislav Medvedenko,4.66,
2002,Los Angeles Lakers,Joe Crispin,0.49,
2002,Los Angeles Lakers,Mike Penberthy,0.28,
2002,Memphis Grizzlies,Bryant Reeves,115.56,
2002,Memphis Grizzlies,Isaac Austin,56.96,
2002,Memphis Grizzlies,Lorenzen Wright,55.00,
2002,Memphis Grizzlies,Nick Anderson,54.02,
2002,Memphis Grizzlies,Brevin Knight,45.00,
2002,Memphis Grizzlies,Stromile Swift,34.02,
2002,Memphis Grizzlies,Pau Gasol,29.71,
2002,Memphis Grizzlies,Jason Williams,25.54,
2002,Memphis Grizzlies,Grant Long,24.00,
2002,Memphis Grizzlies,Shane Battier,22.03,
2002,Memphis Grizzlies,Michael Dickerson,19.41,
2002,Memphis Grizzlies,Tony Massenburg,16.50,
2002,Memphis Grizzlies,Rodney Buford,4.81,
2002,Memphis Grizzlies,Antonis Fotsis,3.33,
2002,Memphis Grizzlies,Will Solomon,3.33,
2002,Miami Heat,Alonzo Mourning,187.55,
2002,Miami Heat,Eddie Jones,100.91,
2002,Miami Heat,Brian Grant,99.25,
2002,Miami Heat,Anthony Carter,32.50,
2002,Miami Heat,LaPhonso Ellis,30.00,
2002,Miami Heat,Chris Gatling,25.04,
2002,Miami Heat,Kendall Gill,15.38,
2002,Miami Heat,Rod Strickland,10.00,
2002,Miami Heat,Jim Jackson,7.89,
2002,Miami Heat,Sean Marks,5.66,
2002,Miami Heat,Vladimir Stepania,5.66,
2002,Miami Heat,Eddie House,4.66,
2002,Miami Heat,Ernest Brown,3.33,
2002,Miami Heat,Malik Allen,3.33,
2002,Miami Heat,Sam Mack,1.75,
2002,Miami Heat,Tang Hamilton,0.61,
2002,Milwaukee Bucks,Ray Allen,112.50,
2002,Milwaukee Bucks,Tim Thomas,96.75,
2002,Milwaukee Bucks,Glenn Robinson,89.90,
2002,Milwaukee Bucks,Jason Caffey,48.13,
2002,Milwaukee Bucks,Anthony Mason,45.38,
2002,Milwaukee Bucks,Sam Cassell,43.50,
2002,Milwaukee Bucks,Ervin Johnson,36.71,
2002,Milwaukee Bucks,Greg Foster,17.64,
2002,Milwaukee Bucks,Darvin Ham,17.60,
2002,Milwaukee Bucks,Joel Przybilla,17.41,
2002,Milwaukee Bucks,Aleksandar Radojevic,15.25,
2002,Milwaukee Bucks,Rafer Alston,6.25,
2002,Milwaukee Bucks,Mark Pope,5.91,
2002,Milwaukee Bucks,Jason Hart,4.66,
2002,Milwaukee Bucks,Michael Redd,4.66,
2002,Minnesota Timberwolves,Kevin Garnett,224.00,
2002,Minnesota Timberwolves,Terrell Brandon,93.00,
2002,Minnesota Timberwolves,Joe Smith,45.38,
2002,Minnesota Timberwolves,Dean Garrett,32.40,
2002,Minnesota Timberwolves,Anthony Peeler,29.79,
2002,Minnesota Timberwolves,Chauncey Billups,24.75,
2002,Minnesota Timberwolves,Wally Szczerbiak,23.13,
2002,Minnesota Timberwolves,Tom Hammonds,18.00,
2002,Minnesota Timberwolves,Rasho Nesterovic,17.26,
2002,Minnesota Timberwolves,William Avery,13.76,
2002,Minnesota Timberwolves,Sam Mitchell,10.00,
2002,Minnesota Timberwolves,Gary Trent,7.16,
2002,Minnesota Timberwolves,Felipe Lopez,5.66,
2002,Minnesota Timberwolves,Loren Woods,3.33,
2002,Minnesota Timberwolves,Maurice Evans,3.33,
2002,New Jersey Nets,Jayson Williams,151.25,
2002,New Jersey Nets,Keith Van Horn,108.65,
2002,New Jersey Nets,Jason Kidd,84.48,
2002,New Jersey Nets,Kerry Kittles,81.67,
2002,New Jersey Nets,Chris Dudley,62.00,
2002,New Jersey Nets,Jim McIlvaine,60.00,
2002,New Jersey Nets,Todd MacCulloch,45.38,
2002,New Jersey Nets,Kenyon Martin,38.02,
2002,New Jersey Nets,Aaron Williams,24.75,
2002,New Jersey Nets,Jamie Feick,24.00,
2002,New Jersey Nets,Lucious Harris,24.00,
2002,New Jersey Nets,Richard Jefferson,13.79,
2002,New Jersey Nets,Jason Collins,10.67,
2002,New Jersey Nets,Brandon Armstrong,8.66,
2002,New Jersey Nets,Derrick Dial,5.41,
2002,New Jersey Nets,Steve Goodrich,4.66,
2002,New Jersey Nets,Brian Scalabrine,3.33,
2002,New Jersey Nets,Reggie Slater,1.22,
2002,New York Knicks,Allan Houston,127.50,
2002,New York Knicks,Larry Johnson,113.36,
2002,New York Knicks,Latrell Sprewell,112.50,
2002,New York Knicks,Marcus Camby,73.00,
2002,New York Knicks,Luc Longley,63.25,
2002,New York Knicks,Shandon Anderson,55.00,
2002,New York Knicks,Charlie Ward,51.10,
2002,New York Knicks,Howard Eisley,47.81,
2002,New York Knicks,Clarence Weatherspoon,46.38,
2002,New York Knicks,Kurt Thomas,44.13,
2002,New York Knicks,Mark Jackson,38.60,
2002,New York Knicks,Travis Knight,36.00,
2002,New York Knicks,Othella Harrington,24.75,
2002,New York Knicks,Felton Spencer,10.00,
2002,New York Knicks,Larry Robinson,7.16,
2002,New York Knicks,Vernon Maxwell,4.73,
2002,New York Knicks,Lavor Postell,4.66,
2002,Orlando Magic,Grant Hill,108.65,
2002,Orlando Magic,Tracy McGrady,108.65,
2002,Orlando Magic,Darrell Armstrong,40.05,
2002,Orlando Magic,Jud Buechler,36.00,
2002,Orlando Magic,Andrew DeClercq,29.00,
2002,Orlando Magic,Mike Miller,24.94,
2002,Orlando Magic,Horace Grant,24.20,
2002,Orlando Magic,Patrick Ewing,21.18,
2002,Orlando Magic,Pat Garrity,15.70,
2002,Orlando Magic,Steven Hunter,12.45,
2002,Orlando Magic,Don Reid,10.00,
2002,Orlando Magic,Jeryl Sasser,9.02,
2002,Orlando Magic,Monty Williams,7.78,
2002,Orlando Magic,Laron Profit,6.31,
2002,Orlando Magic,Troy Hudson,5.91,
2002,Philadelphia 76ers,Dikembe Mutombo,143.16,
2002,Philadelphia 76ers,Allen Iverson,112.50,
2002,Philadelphia 76ers,Derrick Coleman,87.10,
2002,Philadelphia 76ers,Matt Geiger,81.42,
2002,Philadelphia 76ers,Aaron McKie,40.00,
2002,Philadelphia 76ers,Eric Snow,37.50,
2002,Philadelphia 76ers,Matt Harpring,19.08,
2002,Philadelphia 76ers,Corie Blount,16.09,
2002,Philadelphia 76ers,Speedy Claxton,10.06,
2002,Philadelphia 76ers,Vonteego Cummings,8.10,
2002,Philadelphia 76ers,Samuel Dalembert,7.71,
2002,Philadelphia 76ers,Raja Bell,5.41,
2002,Philadelphia 76ers,Michael Ruffin,4.68,
2002,Philadelphia 76ers,Alvin Jones,3.33,
2002,Philadelphia 76ers,Damone Brown,3.33,
2002,Philadelphia 76ers,Tim James,1.06,
2002,Philadelphia 76ers,Ira Bowman,0.20,
2002,Phoenix Suns,Anfernee Hardaway,112.50,
2002,Phoenix Suns,Stephon Marbury,112.50,
2002,Phoenix Suns,Tom Gugliotta,101.14,
2002,Phoenix Suns,Bo Outlaw,60.00,
2002,Phoenix Suns,Rex Chapman,38.50,
2002,Phoenix Suns,John Wallace,26.30,
2002,Phoenix Suns,Tony Delk,24.75,
2002,Phoenix Suns,Rodney Rogers,24.00,
2002,Phoenix Suns,Shawn Marion,17.78,
2002,Phoenix Suns,Johnny Newman,16.75,
2002,Phoenix Suns,Dan Majerle,10.00,
2002,Phoenix Suns,Jake Tsakalidis,8.20,
2002,Phoenix Suns,Daniel Santiago,4.66,
2002,Phoenix Suns,Jake Voskuhl,4.66,
2002,Phoenix Suns,Alton Ford,3.33,
2002,Phoenix Suns,Charlie Bell,0.89,
2002,Portland Trailblazers,Scottie Pippen,180.84,
2002,Portland Trailblazers,Rasheed Wallace,144.00,
2002,Portland Trailblazers,Shawn Kemp,126.60,
2002,Portland Trailblazers,Damon Stoudamire,123.75,
2002,Portland Trailblazers,Dale Davis,70.10,
2002,Portland Trailblazers,Derek Anderson,64.95,
2002,Portland Trailblazers,Ruben Patterson,45.38,
2002,Portland Trailblazers,Steve Kerr,24.06,
2002,Portland Trailblazers,Bonzi Wells,20.28,
2002,Portland Trailblazers,Zach Randolph,10.19,
2002,Portland Trailblazers,Chris Dudley,10.00,
2002,Portland Trailblazers,Mitchell Butler,7.16,
2002,Portland Trailblazers,Erick Barkley,6.38,
2002,Portland Trailblazers,Rick Brunson,5.91,
2002,Portland Trailblazers,Ruben Boumtje-Boumtje,3.33,
2002,Sacramento Kings,Chris Webber,127.50,
2002,Sacramento Kings,Vlade Divac,104.45,
2002,Sacramento Kings,Doug Christie,52.00,
2002,Sacramento Kings,Peja Stojakovic,50.00,
2002,Sacramento Kings,Scot Pollard,43.44,
2002,Sacramento Kings,Mike Bibby,41.75,
2002,Sacramento Kings,Brent Price,36.80,
2002,Sacramento Kings,Lawrence Funderburke,30.25,
2002,Sacramento Kings,Bobby Jackson,24.75,
2002,Sacramento Kings,Mateen Cleaves,13.47,
2002,Sacramento Kings,Hedo Turkoglu,12.16,
2002,Sacramento Kings,Gerald Wallace,7.98,
2002,Sacramento Kings,Jabari Smith,4.66,
2002,San Antonio Spurs,Tim Duncan,108.65,
2002,San Antonio Spurs,David Robinson,95.00,
2002,San Antonio Spurs,Steve Smith,90.00,
2002,San Antonio Spurs,Jaren Jackson,30.21,
2002,San Antonio Spurs,Antonio Daniels,30.00,
2002,San Antonio Spurs,Terry Porter,24.00,
2002,San Antonio Spurs,Malik Rose,22.85,
2002,San Antonio Spurs,Danny Ferry,10.00,
2002,San Antonio Spurs,Mark Bryant,10.00,
2002,San Antonio Spurs,Tony Parker,7.44,
2002,San Antonio Spurs,Bruce Bowen,7.16,
2002,San Antonio Spurs,Cherokee Parks,7.16,
2002,San Antonio Spurs,Stephen Jackson,5.91,
2002,San Antonio Spurs,Charles Smith,5.41,
2002,San Antonio Spurs,Amal McCaskill,4.66,
2002,Seattle SuperSonics,Gary Payton,129.26,
2002,Seattle SuperSonics,Vin Baker,112.50,
2002,Seattle SuperSonics,Brent Barry,46.80,
2002,Seattle SuperSonics,Calvin Booth,45.39,
