Date,Close
2008,12650.36
2008,12266.39
2008,12262.89
2008,12820.13
2008,12638.32
2008,11350.01
2008,11378.02
2008,11543.96
2008,10850.66
2008,9325.01
2008,8829.04
2008,8776.39
2009,8000.86
2009,7062.93
2009,7608.92
2009,8168.12
2009,8500.33
2009,8447.00
2009,9171.61
2009,9496.28
2009,9712.28
2009,9712.73
2009,10344.84
2009,10428.05
2010,10067.33
2010,10325.26
2010,10856.63
2010,11008.61
2010,10136.63
2010,9774.02
2010,10465.94
2010,10014.72
2010,10788.05
2010,11118.49
2010,11006.02
2010,11577.51
2011,11891.93
2011,12226.34
2011,12319.73
2011,12810.54
2011,12569.79
2011,12414.34
2011,12143.24
2011,11613.53
2011,10913.38
2011,11955.01
2011,12045.68
2011,12217.56
2012,12632.91
2012,12952.07
2012,13212.04
2012,13213.63
2012,12393.45
2012,12880.09
2012,13008.68
2012,13090.84
2012,13437.13
2012,13096.46
2012,13025.58
2012,13104.14
2013,13860.58
2013,14054.49
2013,14578.54
2013,14839.80
2013,15115.57
2013,14909.60
2013,15499.54
2013,14810.31
2013,15129.67
2013,15545.75
2013,16086.41
2013,16576.66
2014,15698.85
2014,16321.71
2014,16457.66
2014,16580.84
2014,16717.17
2014,16826.60
2014,16563.30
2014,17098.45
2014,17042.90
2014,17390.52
2014,17828.24
2014,17823.07
2015,17164.95
2015,18132.70
2015,17776.12
2015,17840.52
2015,18010.68
2015,17619.51
2015,17689.86
2015,16528.03
2015,16284.70
2015,17663.54
2015,17719.92
2015,17425.03
2016,16466.30
2016,16516.50
2016,17685.09
2016,17773.64
2016,17787.20
2016,17929.99
2016,18432.24
2016,18400.88
2016,18308.15
2016,18142.42
2016,19123.58
2016,19762.60
2017,19864.09
2017,20812.24
2017,20663.22
2017,20940.51
2017,21008.65
2017,21349.63
2017,21891.12
2017,21948.10
2017,22405.09
2017,23377.24
2017,24272.35
2017,24719.22
2018,26149.39
2018,25029.20
2018,24103.11
2018,24163.15
2018,24415.84
2018,24271.41
2018,25415.19
2018,25964.82
2018,26458.31
2018,25115.76
2018,25538.46
2018,23327.46
2019,24999.67
2019,25916.00
2019,25928.68
2019,26592.91
2019,24815.04
2019,26599.96
2019,26864.27
2019,26403.28
2019,26916.83
2019,26816.59
